نکما کیپٹن صفدو۔۔۔۔۔,1
پہلے گجر طیارہ وڑائچ طیارہ چیمہ طیارہ مگر اب پیش خدمت نیو خان طیارہ بزدارکیپروازپنجاببیکار,0
گل خان لیول,0
پٹواریوں بھی زندگی جنم انسانوں والا ملا حساب کتوں والا دینا ہوگا,0
باجوا چھاتی سو قریب میڈل نہیں دیکھے کیا؟؟ پچھلے چار سالوں سےاتنا بڑا پاکستان فتح رہا ، کشمیر فتح کرنا اسکے بائیں ہاتھ کھیل سے پوچھ,1
راکٹ سائنس نہیں جیو شیرنی,1
عمران خان مشیروں وزیروں نیند نہی اے پنڈی بواے کال گئ,1
zabardast زندگی رابطے شفاء جیسا روح شامل محبت انتہا جیسا,0
سنا آرمی چیف صاحب نے ووٹ چوری نوٹس بہت خوب,0
ذراذرا سا تھا تھا کمال مسکرانا ھمیں ڈوبا,0
لگتا نانی ۴٢٠ زنبیل بہت دفن,1
ویسے آڑ پہلے خود بعد اُنہی تحقیقات حُکم ماتحت ہوں۔ قوم پاگل بنانا کتنا آسان ہے؟,1
اب ٹرکوں پیچھے لکھا گا۔۔۔ سندھ پولیس سلام۔۔۔‍,1
مادر ملت نہیں مادر زلت,0
نئیں ۔۔۔۔۔۔ افتخار ٹھاکر سٹائل,0
بلاول بھٹو زرداری,0
ارے پوچھنے بتانے ضروت ھے پتا ھے رات نے کس گزاری ھے,1
پورے پاکستان چنگچی ڈھونڈ اب محترمہ نانی جی بیانیہ گھر گھر پہنچائیں گی۔۔۔ انقلاب۔۔۔,1
بریکنگ نیوز۔۔ صرف کامیاب جلسوں بعد نکے ابا جی استعفے صدائیں آنا شروع مبارک ہو۔۔۔ ریاستسے…,1
ڈوبے اصّل لفافے خونی لبرل ۔ روز جھوٹ بولتے روز ذلیل سوتے ۔ لگتا ذلیل ہونے عادت سی,0
غمِ زندگی راہ میں، شبِ آرزو چاہ اجڑ گیا بسا نہیں، بچھڑ گیا ملا نہیں,0
علاؤہ دنیا فسادن نہیں سچی مطلب کنوارا مروں گا,0
سمجھ نہیں آرہا 9 بجے خبریں دیکھ فلم سنگم,1
بلو رانی طبعیت خراب ہوگی۔۔,1
بھونکنے نہیں پہلے آئ جی سے پوچھ کس نے دباو ڈالا ھے سندھ گورنمنٹ نے وفاق نے پہر جی بھر بھونک لینا,1
بات پہ غور کروں گی، بہت شکریہ,0
پانی ختم کرنے پرائمری سکول بچوں بھی بڑا ہاتھ منٹ بعد۔۔ اشتاد جی پانی پی آواں,0
حامد میر صاحب اب بیچارے کامران خان اغواکاروں چنگل سے ازاد کرانا کام,1
کاکا نے عدت پوری نہیں ہونے عوام مدت پوری ہونے,1
حکومت ترجمان بھی گھٹیا باتیں کرتا,1
نہ صرف حکومت ہے، حکومت اندر بھی حکومت ہے، حکومت اوپر بھی حکومت ہے،حکومت نیچے بھی حکومت ہے، بلاول بھٹو زرداری,0
بہت ۔ یہی درست رویہ ہے۔,0
قسمیں انج ای گل اے,0
کیپٹن صفدر جلدی چھوٹنے وزیر موسمیات زرتاج گل اظہارِ اطمینان,1
ھاھاھاھاھااو خیر او پاٸیا تسی فیاض نال گل پٸے کردے او جونی سن نال نٸیں,1
جماعت اسلامی جلسے جلوس حکومت مخالف تحریک نہیں نوکر شاہی دلالی پی ڈی ایم مخالفت ہے۔,1
ھاھاھاھا توں تیار رہ بس,0
مزے تے ماہیا ہُن آن انیل کپورے بلو رانی سمجھ نہیں آ رہا تھا کہنا ۔نامراد نے بات بلو رانی دوسری کھڑی,0
میاں ساب خود شیر ثابت کرنے پونچھ لگوانے لیے سرجری لیے روانہ ذرایع حامڈ میڑ,1
مجھے لگ رہا بہت جلد کامران خان سوفٹ ویئر بھی اپ ڈیٹ ہونے والا بھی شیخ رشید طرح خودکش بن چکا گھنٹے اپنوں نقصان پہنچانے پہ,1
نظرتوصرف لڑکیوں کولگتی لڑکوں پیچھےتوجب بھی کتے لگتے۔۔۔۔۔ زادی,1
بستی خراب کامران خان دی۔,0
ملنا تھا بار اُسے منیر ایسا مِیں چاہتا تھا ایسا نہیں ھوا,0
طرح الیکشن توں بعد نہ امیدوار چیف الیکشن کمشنر نو گولی مار دیندا,0
پوچھنا لگھڑ بھگڑ مطلب کپٹن صفدر کس نے گرفتار کروایا پی پی بہت بڑی گیم,1
بزدارکیپروازبلاولبیکار خان صاحب نے کہا۔۔۔۔ حرام پلے بچے ھیں جن سے نانی ھے حیرت بات ھے حرام پلے کہنے اعتراض نہیں۔۔۔ نانی کہنے اعتراض ھوا ھے,1
عمران خان کریڈٹ دینا پڑے گا لانے والوں بهی ذلیل کروا رہا یوتھیے بےچارے سبیل اللہ ذلیل ہيں مان مرشد تیر ميں تین تین شکار۔ StateAboveStateRejected IGSindh,1
کیپٹن صفدر نیا گانا ریلیز اک کتی جئ زنانی پیچھے رول جوانی,0
ایسا جھاد مجاد,0
تمہیں بھی قائد اعظم محمد علی جناح رح عزت پاس نہیںتم ہمیں چھٹیاں بتا تمہیں شرم آنی چاہیےقانون عمل نہیں گیایہ ملک کسی باپ نہیں ہےیہ تمام پاکستانیوں ملک مادر وطن ہےاب گھر داماد مچھ جیل ہونا چاہیے تھاقانون پڑھو,0
حامد میر صاحب نے حکومت ماموں بیٹے کامران کلاس باخدا یقین نہیں آتا لڑکا کامران وہی Geo News پروگرام کرتا تھا اب قوم بھی پکا یقین گیا اصلی والا حکومت ماموں بیٹا کامران,1
قاتل بندوق سے ذیادہ طاقت صحافی قلم کیمرے شرط کیمرا کسی بکے دلال حامد میر صحافی ہاتھ نہ,1
کپتان صفدر اعوان نہ جذباتی ہوندا تے نہ ایہہ سارا کم پیندا سارے اعوان، بابر اعوان تے فردوس عاشق اعوان نئیں ہوندے,1
پچیس نہیں پیچش سال,0
اذان غور سے سننےسے کافی ذہنی بیماریوں سے نجات مل جاتی,0
کسی بدتمیزی سے مت گھبرائیں بس تعارف کرواتے ہیں۔سمجھداری اِسی اُنہیں پہچان آگے چل دیں۔۔۔۔۔۔,0
سندھ حکومت بد نام مریم نانی لیے کوئیمرادعلیشاہسےپوچھے,1
آریحائی فوج نے ملازمت چھوڑ کھیتی باڑی کرنے لگے۔ آرائیوں پیشہ ذراعت باغ بانی ہے۔ پیاز اگانے،کھانے سالن کوپیاز تڑکا بھی تمام اقوام نے انہیں سے سیکھا۔ آرائیں عربی نسل سے مگر عرب سے عجم سفر زبان تہذیب نمائیاں فرق آیا ہے۔,1
کامران صاحب نشہ شاہین نشہ واقعی ماموں بیٹا کامران,1
سچی مزہ آیا ۔۔۔ویسے حیدر بھائی بہت پیارے انسان,0
زندگی بےوفا مانا مگر,0
یہی کہنا بنتا,0
فیصل واوڈا گھٹیا ترین وزیر ہے۔۔۔ اعلان ختم,1
اب انڈیا سوگ ڈوبا ہوگا انرت ہوگیا پاکستان میں؟؟ کیونکہ انڈیا ہمیشہ ووٹکوعزتدو بات پہ دیوالی مانتا ہے۔انڈین دوستوں جان جیو۔۔۔,1
ڈھائی ہزار کرسیوں پانچ لاکھ بٹھانے ذمہ داری حامد میر ،عاصمہ شیرازی سلیم لفافی,1
روز صبح جلدی اٹھتی کالج جانے سے پہلے 5 منت لیے ٹویٹر آ صبح بخیر ٹویٹ سکوں بھی لیٹ جاتی ٹویٹ نہیں پاتی کالج وین آگے آگے اورمیں پیچھے بھاگ,0
گانڈو بھڑوے دلال کنجر نشئ چور اچکے حرامخور کرپٹ زانی پالشیئے ھمارے دل جلانے آ جاتے ھیں کس مادر یوے,0
سندھ پولیس عزت ۔ آرمی چیف تحقیقات رپورٹ سامنے آنے,0
سلیم لفافہ صحافی صاحب پوری عوام پتہ کتنے نیک صحافی پیپلز پارٹی نون لیگ مولانا فضل ا…,1
کامران خان دن بھریہ زمہ داری لگائی اپوزیشن کردار کشی اوراس پربھونکناہےآپ خوشامدگری وچاپلوسی سےاورکتنی دولت کماناچاہتےہیں موٹرسائیکل سےپیجارو پراڈو کےسفرمیں ضمیرکی لاش سےاٹھتی بدبوآپ ناک بند نہیں نوٹ سےالتجاگزارش ہےہمیں بھی فالوکریں شکریہ,1
بڑوں لڑائی بچوں کام نہیں کس خوشی اچھل رھے ھوتابعدار ملازم مریم نواز StateAboveStateRejected,1
پاکستانی تاریخ صرف نوازشریف اعزاز حاصل ھوا ھے بیانیہ لوئر کلاس بھی پاپولر ھورھا ھے۔۔۔ وؤٹ عزت,0
پوچھنا چاہیے بندہ بوٹ چاٹ چاٹ تھکتا نہیں,0
شاعر نے لکھا,0
آئو نا ڈوبتے ڈوبنا پٹوارن جی,1
بیغیرتوں ابا بھی مر جائیں افسوس نہ ہوگا بیان محض ڈرامے مبنی ہے۔۔,1
سی اے راء ٹکڑوں پہ پلنے کتوں خاص نسل کام ایس پاک فوج پہ بھونکنا تے پھونکی جا,1
پھپھو سے کسی نظر ہٹے تب نا,0
شکوے بہت کسی برا چاہنا تربیت نہیں,0
آپس چے فساد پے جانا وا,0
صحافیوں کھسرے اوزار دئے جونسا بھی سائڈ استعمال سکو۔ مثلا کامران خان,1
فرق نہیں سندھ پولیس افسران چھٹی ۔ ٹائیگر فورس دن لیئے تیار تھا ۔ فیاض چوہان ڈاکٹر شہباز گل,1
سنا آرمی چیف صاحب نے ووٹ چوری نوٹس بہت خوب,1
بڑوں لڑائی بچوں کام نہیں کس خوشی اچھل رھے ھوتابعدار ملازم مریم نوازشریف StateAboveStateRejected,0
ہائے اللہ مینو تے بھول,0
بھی لفافہ خور بن گیا میڈم جی,0
اتنی عزت مریم نے کپٹن صفدر نہیں جتنی بلاول رہا,1
لڑکیاں سوٹ پہن دوسری شادی نہیں جاتی لڑکوں نے ماسک کرونا نکال دیا,1
نے رکھا پیٹھ پیچھے برائی کرنے لیے تنخواہ بھی نہیں مگر کام بڑی ایمانداری سے …,1
کھو جاو لگتا,0
کٹھ پتلی بن رہ نہیں سکتا، سلیوٹ پیش کرتا IG سندھ سندھ پولیس جہنوں نے دائرہ اختیار اثر انداز ہونے والوں خلاف احتجاجا چھٹی درخواستیں جمع کروانا شروع کردیں,0
ITTEFAQPROMO بہترین فالوبیک ٹیم,0
کامران خان بس خوامخواہ,1
عورت جیسی بیوقوف مخلوق نہیں ۔۔۔۔محبت عزت ملے محبت شراکت ہنستے ہنستے سہہ جاتی,1
آرمی چیف نے نہایت سیانے سے پیپلز پارٹی اب نون لیگ بیانیہ سے بہت لیا دیکھتے رہیے نون لیگ حالت ہونی,1
بھی سہی کہا,0
میر صاحب، کامران خان صاحب 7 خون بھی معاف,0
شخص گراتے گراتے کتنے گر دوسرے کاٹ چاٹ پٹواریوںکیمادرملت,1
کراچی جلسے افراتفری پھیل جنریٹر نے آواز ڈیزل مک گیا جے پٹواریوںکیمادرملت,1
نوٹس ایسے ،جیسے پہلے پتہ نہیں تھا,1
غزوہ سندھ ٹویٹس ڈرافٹ رھے ھیں ‍,0
اے قدرت حسین مورت حُسن جانچنے بیٹھوں مجھے صدیاں بھی کم پڑ جائیں اے ادائے سُخن جبیں چُھونے سے دھرتی ٹکرا سالوں قسمت ناز کرتا ہاتھ چُھو لینے سے ازلوں سے بیمار شخص لمحوں دیکھا گیا,0
سندھ پولیس عزت عزت ہے، سندھ پولیس بے عزتی بے عزتی چیئرمین بلاول بھٹو زرداری زندہ پولیس زندہ,0
پاک فوج ساتھ،، مگر کسی سیاسی جرنیل نہیں,1
بیوی عزت نہیں سکتے سندھ پولیس عزت دلوائے,1
خنزیرکےبچےکاباقی کاٹبرجوپاکستان ہےاسےISIاٹھاکےاس خنزیرکوپاکستان بلاسکتی ہےاورپھراس تشریف پرچھترول کےبیل بوٹےبناکےاس کاایجنڈاپروپیگنڈااس تشریف گھسابھی سکتی ہےاوراس کےناجائزباپ گوالمنڈیلاجس کایہ پالتوکتاہےکوبھی واپس بلاسکتی ہےیہ مادرچودایزی لےرہاISIکومیشایادآگئی,1
اب مجھے سکینہ نہیں کہتا بابا مرثیہ,0
سوال بھی جواب پوچھا,0
مفت گھوٹ بوا بنی,0
تبھی گنجے نکالا نے منحوس مارا لوڈ شیڈنگ ختم کرنے وعدہ آیا تھا کمبخت,1
پرچی پڑھ بونگیاں مارتے اتنا ذلیل نہ,1
پٹواریوں سے قابلِ رحم مخلوق نہیں ۔۔چوری باپ نے کی۔۔عیش اولاد ھے چھتر پٹواری کھا پٹ…,1
پتہ چل گیا مینوں,0
سندھ پولیس ادارے وقار لیے احتجاج بہترین انداز StateAboveStateRejected,0
زندگی اتنی سستی نہ بناؤ ٹکے کھیل جائیں,1
سارا وقت سلیکٹڈ برا بھلا سلیکٹر خود فون آجائے خوشی سے بھنگڑے ڈالتے بس اتنی سی اوقات ۔,1
سندھ پولیس مراد سعید سمجھ ریے مزا آیا جے ۔پٹیل صاحب,1
ھن آرام جے,0
اکلوتی نہیں پہلے تے اے کلئیر,0
مریم نانی بننے اب بھی شکوک بنی کدھر سے کیونکہ صفدر نوکر سمجھتی افواہ سسرال قطری,1
درویش جیل سے چھٹ گیا لیڈر بن نکلا شاید,1
باندری دیکھے مخلوق دوسرے طرح جانتے,1
گالی دینا بھی گالی توہین,0
اے ڈی پی بہت بری اے دوسری لگالے,0
بس نیوز دیکھنے آ جاتی ٹویٹر پہ لکھنا شکھنا کوٸی نہیں نیوز دیکھ اب گڈ ناٸیٹ,0
سال گزر سال پہلے پاکستان سے پاکستان موازنہ قائد نے کہا ترق…,1
وقت ن لیگ مقبول ترین پی ٹی مجبور ترین نظر آرہی شیخ رشید فضول ترین نظر آرہے,1
کامران خان دن بھریہ زمہ داری لگائی اپوزیشن کردار کشی اوراس پربھونکناہےآپ خوشامدگری وچاپلوسی سےاورکتنی دولت کماناچاہتےہیں موٹرسائیکل سےپیجارو پراڈو کےسفرمیں ضمیرکی لاش سےاٹھتی بدبوآپ ناک بند نہیں,1
تب عقل بھی جمی پڑی پھوپھا جی حرکتیں نہیں دس تانو پھوپو جی,0
آئ جی SindhPolice شمالی جات سیر کروانا محکمہ سیاحت مہنگا پڑ گیا ہے۔,0
تصویروں سے لےکر لاک اپ تک، نون لیگ سمجھ نہیں ہوا۔ زرداری کھیل گیا,0
رہڈیو پاکستان سے 749 ورکرز فارغ دیئے گئے، ذرائع کپتان کہتا 2020 نوکریاں دینے سال ترقی کرنے سال StateAboveStateRejected,1
شبلی، فیاض ، شیدا ، فواد ، گل ، مسٹر اکبر پریس کانفرنس نہیں ؟ WeStandWithSindhPolice PunjabPolice بھی اب عزت بنا ۔,1
کامران صاحب چپیڑ کھا چوڑے مار دکھاو بتاتا,1
تمہیں رہنے جگہ چاہئے تمہیں آنکھوں روشنی سکتی,0
سہیلے کنجر بےبے دا چمڑہ تے سُک گیا جے۔ اوتھے تے تیل دا پیپا پانا پئے گا البتہ بھیناں قابل کاشت نیں,0
انیس بیس سالوں نے تھکا دیا ہمیں ساٹھ ستر گزار لیتے,0
دھوبی کتا گھر نہ گھاٹ کااس کتا سے مراد کُتا dog لیا سمجھاپڑھا بھی جاتا نئی بات علم علمیت جنازہ نکل گیا لفظ کُتا نہیں کَتا جس سے مراد کپڑے دھونے ڈنڈا جسے دھوبی لیے پھرتا,1
سا یکو نانی نے ابھی جلوہ دیکھا خلا ئ مخلو نہیں ابّے سے پوچھ Game بڑ وں لڑائی,1
بلاول بھٹو کوئٹہ جلسے شرکت سے انکار اے پیا جے انقلاب,1
جن دنیا نہیں شفاعت یقیں حشر اُن جہنم سے بچا سکتا صَلَّى اللَّهُ عَلَيْهِ وآله وَسَلَّم,0
بسکٹ گرم چائے بھی نہیں گرتا,0
کتا کم از کم حامد میر سے محنتی خبر محنت رہا بجائے تکے مارنے,0
اُسی ریاست اوپر والی ریاست نے نواز شریف کراچی جلسے تقریر نہ کرنے ۔۔ ظالم,1
سر نے غزوۂ ہِند کرنا تھا ، غزوۂ سندھ StateAboveStateRejected,1
جناب ۔۔قطری نانی دوبارہ زلیل ہونے وقت چاہتا ۔۔۔۔,1
بـے شـک شـخـص کامـیاب ہـو گیـا جـس نـے اپـنے نـفس کـو پـاکـیزہ رکـھا الـــقـــرآن °,0
للو اینکر خان وقت سندھ ہولیس ایشو زاتی اینگل رہا بلاول نے چیف سے مدد مانگ نواز شریف بیانیے سے منہ موڑا۔۔ او گدھے نما اینکر نے نالائق وزیراعظم جوتی نوک رکھا اسکو توجہ نا سیدھا ادارے کہا جس نے کروایا,0
آلو200روپےدرجن انڈے200کلو آٹا600روپےلیٹر چینی 100 روپےمربع فٹ سونا1لاکھ روپےکلومیڑ سائنسدان نام بتائیں؟,0
بھی کنڈوم کوالٹی چیک بغیر کنڈوم استعمال کروگے نتیجہ فیاض چوہان جیسا بندہ ہوگا۔ لخد لعنت۔ BachaKhanO…,1
پٹواریوںکیمادرملت دا منہ اینج اے جیویں کھوتی سٹینڈ تے لائی ہُندی,1
سندھ پولیس مراد سعید سمجھ ریے مزا آیا جے ۔پٹیل صاحب,1
مرشد نے پہلے بتادیا تھا سے جیتے گا مرشد جٸے,0
دوستوں ذیابطیس وجہ سے شدید بیمار ہوگیا پلیز لیے دعاۓ صحت کردیں بہت بہت شکریہ جزاک اللہ,0
شام بخیر زندگی۔۔۔ بے یقینی رہتا یقین۔۔ دل پہ اعتبار۔۔۔اور انتظار۔ mrmayo756 Insta I d,0
پورے پاکستان پٹواری سمجھا کیا، صرف صرف 25 ٪ مکس اچار پارٹیوں واے بھی بہت جلد ختم جانے دیکھتے سی عوام پی ایم ایل نون ہے، بریانی پلیٹ 1000 روپے دیہاڑی دار عمران خان مقابلہ,1
لکھ تصویر ٹانگ ٹانگ بیٹھیں پراپیگنڈا تحفظ موومنٹ شامل گے۔,1
